HSCode,Commodity,value,country,year
74,COPPER AND ARTICLES THEREOF.,28.46,TAIWAN,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,TAIWAN,2017
74,COPPER AND ARTICLES THEREOF.,4.32,TANZANIA REP,2017
74,COPPER AND ARTICLES THEREOF.,240.44,THAILAND,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.57,THAILAND,2017
74,COPPER AND ARTICLES THEREOF.,6.24,TOGO,2017
74,COPPER AND ARTICLES THEREOF.,0.27,TUNISIA,2017
74,COPPER AND ARTICLES THEREOF.,6.15,TURKEY,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.53,TURKEY,2017
74,COPPER AND ARTICLES THEREOF.,551.3,U ARAB EMTS,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.92,U ARAB EMTS,2017
74,COPPER AND ARTICLES THEREOF.,87.2,U K,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",99.44,U K,2017
74,COPPER AND ARTICLES THEREOF.,103.01,U S A,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2049.61,U S A,2017
74,COPPER AND ARTICLES THEREOF.,0,UGANDA,2017
74,COPPER AND ARTICLES THEREOF.,0.01,UKRAINE,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4,UKRAINE,2017
74,COPPER AND ARTICLES THEREOF.,2.75,UNSPECIFIED,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.52,UNSPECIFIED,2017
74,COPPER AND ARTICLES THEREOF.,0.22,URUGUAY,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.06,US MINOR OUTLYING ISLANDS               ,2017
74,COPPER AND ARTICLES THEREOF.,0.29,UZBEKISTAN,2017
74,COPPER AND ARTICLES THEREOF.,424.98,VIETNAM SOC REP,2017
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",71.28,VIETNAM SOC REP,2017
74,COPPER AND ARTICLES THEREOF.,888.31,ZAMBIA,2017
74,COPPER AND ARTICLES THEREOF.,0.08,ALBANIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,AMERI SAMOA,2016
74,COPPER AND ARTICLES THEREOF.,0.44,ARMENIA,2016
74,COPPER AND ARTICLES THEREOF.,2.86,AUSTRALIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4.47,AUSTRALIA,2016
74,COPPER AND ARTICLES THEREOF.,4.2,AUSTRIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.37,AUSTRIA,2016
74,COPPER AND ARTICLES THEREOF.,5.87,BAHARAIN IS,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BAHARAIN IS,2016
74,COPPER AND ARTICLES THEREOF.,5.24,BANGLADESH PR,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BANGLADESH PR,2016
74,COPPER AND ARTICLES THEREOF.,0.02,BELARUS,2016
74,COPPER AND ARTICLES THEREOF.,4.39,BELGIUM,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.36,BELGIUM,2016
74,COPPER AND ARTICLES THEREOF.,4.79,BENIN,2016
74,COPPER AND ARTICLES THEREOF.,2.36,BHUTAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BHUTAN,2016
74,COPPER AND ARTICLES THEREOF.,0.89,BOTSWANA,2016
74,COPPER AND ARTICLES THEREOF.,42.81,BRAZIL,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.38,BRAZIL,2016
74,COPPER AND ARTICLES THEREOF.,0.35,BULGARIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,BULGARIA,2016
74,COPPER AND ARTICLES THEREOF.,0,CAMBODIA,2016
74,COPPER AND ARTICLES THEREOF.,5.63,CANADA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",257.7,CANADA,2016
74,COPPER AND ARTICLES THEREOF.,0.79,CAPE VERDE IS,2016
74,COPPER AND ARTICLES THEREOF.,2.21,CHILE,2016
74,COPPER AND ARTICLES THEREOF.,174.03,CHINA P RP,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.97,CHINA P RP,2016
74,COPPER AND ARTICLES THEREOF.,0.17,COLOMBIA,2016
74,COPPER AND ARTICLES THEREOF.,0.02,COMOROS,2016
74,COPPER AND ARTICLES THEREOF.,3.06,CONGO D. REP.,2016
74,COPPER AND ARTICLES THEREOF.,82.78,CONGO P REP,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,COSTA RICA,2016
74,COPPER AND ARTICLES THEREOF.,0.31,COTE D' IVOIRE,2016
74,COPPER AND ARTICLES THEREOF.,0.01,CROATIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,CUBA,2016
74,COPPER AND ARTICLES THEREOF.,0.98,CYPRUS,2016
74,COPPER AND ARTICLES THEREOF.,2.51,CZECH REPUBLIC,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.27,CZECH REPUBLIC,2016
74,COPPER AND ARTICLES THEREOF.,3.48,DENMARK,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",17.35,DENMARK,2016
74,COPPER AND ARTICLES THEREOF.,0.11,DOMINIC REP,2016
74,COPPER AND ARTICLES THEREOF.,5.84,EGYPT A RP,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,EL SALVADOR,2016
74,COPPER AND ARTICLES THEREOF.,1.03,ESTONIA,2016
74,COPPER AND ARTICLES THEREOF.,17.21,FINLAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,FINLAND,2016
74,COPPER AND ARTICLES THEREOF.,16.28,FRANCE,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3017.42,FRANCE,2016
74,COPPER AND ARTICLES THEREOF.,0.18,GABON,2016
74,COPPER AND ARTICLES THEREOF.,0,GAMBIA,2016
74,COPPER AND ARTICLES THEREOF.,1.19,GEORGIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GEORGIA,2016
74,COPPER AND ARTICLES THEREOF.,111.51,GERMANY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",307.19,GERMANY,2016
74,COPPER AND ARTICLES THEREOF.,6.37,GHANA,2016
74,COPPER AND ARTICLES THEREOF.,1.28,GREECE,2016
74,COPPER AND ARTICLES THEREOF.,0.6,GUINEA,2016
74,COPPER AND ARTICLES THEREOF.,1.99,HONG KONG,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.04,HONG KONG,2016
74,COPPER AND ARTICLES THEREOF.,0.56,HUNGARY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.09,HUNGARY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,ICELAND,2016
74,COPPER AND ARTICLES THEREOF.,138.72,INDONESIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.59,INDONESIA,2016
74,COPPER AND ARTICLES THEREOF.,0.09,IRAN,2016
74,COPPER AND ARTICLES THEREOF.,0.15,IRELAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",22.21,IRELAND,2016
74,COPPER AND ARTICLES THEREOF.,2.38,ISRAEL,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",10.65,ISRAEL,2016
74,COPPER AND ARTICLES THEREOF.,22.07,ITALY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",57.53,ITALY,2016
74,COPPER AND ARTICLES THEREOF.,70.44,JAPAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",8.35,JAPAN,2016
74,COPPER AND ARTICLES THEREOF.,3.69,JORDAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,JORDAN,2016
74,COPPER AND ARTICLES THEREOF.,0.07,KAZAKHSTAN,2016
74,COPPER AND ARTICLES THEREOF.,5.49,KENYA,2016
74,COPPER AND ARTICLES THEREOF.,0,KOREA DP RP,2016
74,COPPER AND ARTICLES THEREOF.,57.18,KOREA RP,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,KOREA RP,2016
74,COPPER AND ARTICLES THEREOF.,13.37,KUWAIT,2016
74,COPPER AND ARTICLES THEREOF.,0.41,LAO PD RP,2016
74,COPPER AND ARTICLES THEREOF.,0.46,LATVIA,2016
74,COPPER AND ARTICLES THEREOF.,8.34,LEBANON,2016
74,COPPER AND ARTICLES THEREOF.,1.44,LIBERIA,2016
74,COPPER AND ARTICLES THEREOF.,1.39,LIBYA,2016
74,COPPER AND ARTICLES THEREOF.,2.53,LITHUANIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.16,LITHUANIA,2016
74,COPPER AND ARTICLES THEREOF.,1.02,LUXEMBOURG,2016
74,COPPER AND ARTICLES THEREOF.,0.71,MADAGASCAR,2016
74,COPPER AND ARTICLES THEREOF.,380.92,MALAYSIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",49.65,MALAYSIA,2016
74,COPPER AND ARTICLES THEREOF.,0.55,MALDIVES,2016
74,COPPER AND ARTICLES THEREOF.,0.04,MALTA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MALTA,2016
74,COPPER AND ARTICLES THEREOF.,1.85,MAURITANIA,2016
74,COPPER AND ARTICLES THEREOF.,0.62,MAURITIUS,2016
74,COPPER AND ARTICLES THEREOF.,0.37,MEXICO,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.6,MEXICO,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MONACO,2016
74,COPPER AND ARTICLES THEREOF.,5.25,MOROCCO,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.87,MOROCCO,2016
74,COPPER AND ARTICLES THEREOF.,0.37,MOZAMBIQUE,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",50.76,MYANMAR,2016
74,COPPER AND ARTICLES THEREOF.,1.16,NAMIBIA,2016
74,COPPER AND ARTICLES THEREOF.,9.12,NEPAL,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,NEPAL,2016
74,COPPER AND ARTICLES THEREOF.,26.87,NETHERLAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",14.66,NETHERLAND,2016
74,COPPER AND ARTICLES THEREOF.,0,NETHERLANDANTIL,2016
74,COPPER AND ARTICLES THEREOF.,0.55,NEW ZEALAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,NEW ZEALAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,NIGER,2016
74,COPPER AND ARTICLES THEREOF.,5.23,NIGERIA,2016
74,COPPER AND ARTICLES THEREOF.,1.35,NORWAY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.21,NORWAY,2016
74,COPPER AND ARTICLES THEREOF.,0.01,OMAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,OMAN,2016
74,COPPER AND ARTICLES THEREOF.,0.08,PANAMA REPUBLIC,2016
74,COPPER AND ARTICLES THEREOF.,0.11,PARAGUAY,2016
74,COPPER AND ARTICLES THEREOF.,1.02,PERU,2016
74,COPPER AND ARTICLES THEREOF.,36.41,PHILIPPINES,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",19.6,PHILIPPINES,2016
74,COPPER AND ARTICLES THEREOF.,16.2,POLAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.68,POLAND,2016
74,COPPER AND ARTICLES THEREOF.,2.09,PORTUGAL,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,PORTUGAL,2016
74,COPPER AND ARTICLES THEREOF.,14.08,QATAR,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,QATAR,2016
74,COPPER AND ARTICLES THEREOF.,0.38,REUNION,2016
74,COPPER AND ARTICLES THEREOF.,0,ROMANIA,2016
74,COPPER AND ARTICLES THEREOF.,65.86,RUSSIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",35.85,RUSSIA,2016
74,COPPER AND ARTICLES THEREOF.,0.24,RWANDA,2016
74,COPPER AND ARTICLES THEREOF.,121.24,SAUDI ARAB,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",89.63,SAUDI ARAB,2016
74,COPPER AND ARTICLES THEREOF.,3.57,SENEGAL,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,SERBIA,2016
74,COPPER AND ARTICLES THEREOF.,0.12,SEYCHELLES,2016
74,COPPER AND ARTICLES THEREOF.,0.61,SIERRA LEONE,2016
74,COPPER AND ARTICLES THEREOF.,9.36,SINGAPORE,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",15.65,SINGAPORE,2016
74,COPPER AND ARTICLES THEREOF.,1.28,SLOVAK REP,2016
74,COPPER AND ARTICLES THEREOF.,2.14,SLOVENIA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.16,SLOVENIA,2016
74,COPPER AND ARTICLES THEREOF.,34.17,SOUTH AFRICA,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,SOUTH AFRICA,2016
74,COPPER AND ARTICLES THEREOF.,8.18,SPAIN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7.01,SPAIN,2016
74,COPPER AND ARTICLES THEREOF.,19.94,SRI LANKA DSR,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,SRI LANKA DSR,2016
74,COPPER AND ARTICLES THEREOF.,0.06,ST LUCIA,2016
74,COPPER AND ARTICLES THEREOF.,1.52,SUDAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,SWAZILAND,2016
74,COPPER AND ARTICLES THEREOF.,3.88,SWEDEN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.71,SWEDEN,2016
74,COPPER AND ARTICLES THEREOF.,12.54,SWITZERLAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",15.14,SWITZERLAND,2016
74,COPPER AND ARTICLES THEREOF.,18.57,TAIWAN,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,TAIWAN,2016
74,COPPER AND ARTICLES THEREOF.,3.78,TANZANIA REP,2016
74,COPPER AND ARTICLES THEREOF.,164.85,THAILAND,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.02,THAILAND,2016
74,COPPER AND ARTICLES THEREOF.,10.33,TOGO,2016
74,COPPER AND ARTICLES THEREOF.,0.1,TRINIDAD,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.29,TRINIDAD,2016
74,COPPER AND ARTICLES THEREOF.,0.15,TUNISIA,2016
74,COPPER AND ARTICLES THEREOF.,4.95,TURKEY,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.12,TURKEY,2016
74,COPPER AND ARTICLES THEREOF.,495.52,U ARAB EMTS,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.19,U ARAB EMTS,2016
74,COPPER AND ARTICLES THEREOF.,82.81,U K,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",101.66,U K,2016
74,COPPER AND ARTICLES THEREOF.,93.61,U S A,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4237.56,U S A,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.34,UKRAINE,2016
74,COPPER AND ARTICLES THEREOF.,0.18,UNSPECIFIED,2016
74,COPPER AND ARTICLES THEREOF.,0,US MINOR OUTLYING ISLANDS               ,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,US MINOR OUTLYING ISLANDS               ,2016
74,COPPER AND ARTICLES THEREOF.,210.73,VIETNAM SOC REP,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.14,VIETNAM SOC REP,2016
74,COPPER AND ARTICLES THEREOF.,666.79,ZAMBIA,2016
74,COPPER AND ARTICLES THEREOF.,0.46,ALBANIA,2015
74,COPPER AND ARTICLES THEREOF.,0.21,AMERI SAMOA,2015
74,COPPER AND ARTICLES THEREOF.,0.64,ANGOLA,2015
74,COPPER AND ARTICLES THEREOF.,0.16,ARMENIA,2015
74,COPPER AND ARTICLES THEREOF.,6.8,AUSTRALIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.52,AUSTRALIA,2015
74,COPPER AND ARTICLES THEREOF.,4.02,AUSTRIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.76,AUSTRIA,2015
74,COPPER AND ARTICLES THEREOF.,7.13,BAHARAIN IS,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BAHARAIN IS,2015
74,COPPER AND ARTICLES THEREOF.,6.92,BANGLADESH PR,2015
74,COPPER AND ARTICLES THEREOF.,0.01,BELARUS,2015
74,COPPER AND ARTICLES THEREOF.,10.13,BELGIUM,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.42,BELGIUM,2015
74,COPPER AND ARTICLES THEREOF.,3.12,BENIN,2015
74,COPPER AND ARTICLES THEREOF.,2.83,BHUTAN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BHUTAN,2015
74,COPPER AND ARTICLES THEREOF.,0.13,BOTSWANA,2015
74,COPPER AND ARTICLES THEREOF.,5.68,BRAZIL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.47,BRAZIL,2015
74,COPPER AND ARTICLES THEREOF.,2.88,BULGARIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,BULGARIA,2015
74,COPPER AND ARTICLES THEREOF.,0.46,ALBANIA,2015
74,COPPER AND ARTICLES THEREOF.,0.21,AMERI SAMOA,2015
74,COPPER AND ARTICLES THEREOF.,0.64,ANGOLA,2015
74,COPPER AND ARTICLES THEREOF.,0.16,ARMENIA,2015
74,COPPER AND ARTICLES THEREOF.,6.8,AUSTRALIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.52,AUSTRALIA,2015
74,COPPER AND ARTICLES THEREOF.,4.02,AUSTRIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.76,AUSTRIA,2015
74,COPPER AND ARTICLES THEREOF.,7.13,BAHARAIN IS,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BAHARAIN IS,2015
74,COPPER AND ARTICLES THEREOF.,6.92,BANGLADESH PR,2015
74,COPPER AND ARTICLES THEREOF.,0.01,BELARUS,2015
74,COPPER AND ARTICLES THEREOF.,10.13,BELGIUM,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.42,BELGIUM,2015
74,COPPER AND ARTICLES THEREOF.,3.12,BENIN,2015
74,COPPER AND ARTICLES THEREOF.,2.83,BHUTAN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BHUTAN,2015
74,COPPER AND ARTICLES THEREOF.,0.13,BOTSWANA,2015
74,COPPER AND ARTICLES THEREOF.,5.68,BRAZIL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.47,BRAZIL,2015
74,COPPER AND ARTICLES THEREOF.,2.88,BULGARIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,BULGARIA,2015
74,COPPER AND ARTICLES THEREOF.,4.55,CANADA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",206.13,CANADA,2015
74,COPPER AND ARTICLES THEREOF.,0.84,CAPE VERDE IS,2015
74,COPPER AND ARTICLES THEREOF.,17.16,CHILE,2015
74,COPPER AND ARTICLES THEREOF.,163.36,CHINA P RP,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.65,CHINA P RP,2015
74,COPPER AND ARTICLES THEREOF.,0.09,COLOMBIA,2015
74,COPPER AND ARTICLES THEREOF.,25.85,CONGO D. REP.,2015
74,COPPER AND ARTICLES THEREOF.,70.71,CONGO P REP,2015
74,COPPER AND ARTICLES THEREOF.,0.35,COTE D' IVOIRE,2015
74,COPPER AND ARTICLES THEREOF.,0.02,CROATIA,2015
74,COPPER AND ARTICLES THEREOF.,0.02,CUBA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,CUBA,2015
74,COPPER AND ARTICLES THEREOF.,1.18,CYPRUS,2015
74,COPPER AND ARTICLES THEREOF.,4.67,CZECH REPUBLIC,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.3,CZECH REPUBLIC,2015
74,COPPER AND ARTICLES THEREOF.,9.21,DENMARK,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4.75,DENMARK,2015
74,COPPER AND ARTICLES THEREOF.,0.07,DOMINIC REP,2015
74,COPPER AND ARTICLES THEREOF.,3.74,EGYPT A RP,2015
74,COPPER AND ARTICLES THEREOF.,0.96,ESTONIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,ESTONIA,2015
74,COPPER AND ARTICLES THEREOF.,0.17,ETHIOPIA,2015
74,COPPER AND ARTICLES THEREOF.,10.06,FINLAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,FINLAND,2015
74,COPPER AND ARTICLES THEREOF.,0.02,FR GUIANA,2015
74,COPPER AND ARTICLES THEREOF.,20.89,FRANCE,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1161.11,FRANCE,2015
74,COPPER AND ARTICLES THEREOF.,0.85,GABON,2015
74,COPPER AND ARTICLES THEREOF.,1.36,GEORGIA,2015
74,COPPER AND ARTICLES THEREOF.,140.55,GERMANY,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",323.28,GERMANY,2015
74,COPPER AND ARTICLES THEREOF.,3.86,GHANA,2015
74,COPPER AND ARTICLES THEREOF.,2.99,GREECE,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GREECE,2015
74,COPPER AND ARTICLES THEREOF.,1.37,GUINEA,2015
74,COPPER AND ARTICLES THEREOF.,11.25,HONG KONG,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",12.72,HONG KONG,2015
74,COPPER AND ARTICLES THEREOF.,0.69,HUNGARY,2015
74,COPPER AND ARTICLES THEREOF.,0.02,ICELAND,2015
74,COPPER AND ARTICLES THEREOF.,77.67,INDONESIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.6,INDONESIA,2015
74,COPPER AND ARTICLES THEREOF.,0.44,IRAN,2015
74,COPPER AND ARTICLES THEREOF.,0.03,IRELAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.62,IRELAND,2015
74,COPPER AND ARTICLES THEREOF.,0.74,ISRAEL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",42.73,ISRAEL,2015
74,COPPER AND ARTICLES THEREOF.,28.13,ITALY,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",42.66,ITALY,2015
74,COPPER AND ARTICLES THEREOF.,103.06,JAPAN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7,JAPAN,2015
74,COPPER AND ARTICLES THEREOF.,6.53,JORDAN,2015
74,COPPER AND ARTICLES THEREOF.,0.5,KAZAKHSTAN,2015
74,COPPER AND ARTICLES THEREOF.,1.46,KENYA,2015
74,COPPER AND ARTICLES THEREOF.,0.05,KOREA DP RP,2015
74,COPPER AND ARTICLES THEREOF.,40.47,KOREA RP,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",8.18,KOREA RP,2015
74,COPPER AND ARTICLES THEREOF.,22.34,KUWAIT,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,KUWAIT,2015
74,COPPER AND ARTICLES THEREOF.,1.53,LATVIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,LATVIA,2015
74,COPPER AND ARTICLES THEREOF.,7.17,LEBANON,2015
74,COPPER AND ARTICLES THEREOF.,0.25,LIBERIA,2015
74,COPPER AND ARTICLES THEREOF.,0.55,LIBYA,2015
74,COPPER AND ARTICLES THEREOF.,0,LIECHTENSTEIN,2015
74,COPPER AND ARTICLES THEREOF.,1.3,LITHUANIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,LITHUANIA,2015
74,COPPER AND ARTICLES THEREOF.,0.5,LUXEMBOURG,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,LUXEMBOURG,2015
74,COPPER AND ARTICLES THEREOF.,0.3,MACAO,2015
74,COPPER AND ARTICLES THEREOF.,1.73,MADAGASCAR,2015
74,COPPER AND ARTICLES THEREOF.,352.87,MALAYSIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",127.08,MALAYSIA,2015
74,COPPER AND ARTICLES THEREOF.,0.47,MALDIVES,2015
74,COPPER AND ARTICLES THEREOF.,0.05,MALTA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.21,MALTA,2015
74,COPPER AND ARTICLES THEREOF.,3.06,MAURITANIA,2015
74,COPPER AND ARTICLES THEREOF.,0.37,MAURITIUS,2015
74,COPPER AND ARTICLES THEREOF.,2,MEXICO,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.13,MEXICO,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MONACO,2015
74,COPPER AND ARTICLES THEREOF.,7.4,MOROCCO,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.75,MOROCCO,2015
74,COPPER AND ARTICLES THEREOF.,0.34,MOZAMBIQUE,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,MYANMAR,2015
74,COPPER AND ARTICLES THEREOF.,0.02,NAMIBIA,2015
74,COPPER AND ARTICLES THEREOF.,11.15,NEPAL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,NEPAL,2015
74,COPPER AND ARTICLES THEREOF.,27.44,NETHERLAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.33,NETHERLAND,2015
74,COPPER AND ARTICLES THEREOF.,0.3,NETHERLANDANTIL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,NETHERLANDANTIL,2015
74,COPPER AND ARTICLES THEREOF.,0.99,NEW ZEALAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NEW ZEALAND,2015
74,COPPER AND ARTICLES THEREOF.,0,NIGER,2015
74,COPPER AND ARTICLES THEREOF.,3.58,NIGERIA,2015
